Q1,Q5_2A1,Q5_2A2,Q5_2A3,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_1B9,Q10_1B10,Q10_1B11,Q10_1B12,Q10_1B13,Q10_1B14,Q10_1B15,Q10_1B16,Q10_1B17,Q10_2A1,Q10_2A2,Q10_2A3,Q14_1T,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,ID,D_MON,D_COU1,D_GEN,D_AGE,D_Q5_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A10,Q15_2A12,Q16,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q14_2_10,D_YEAR
1.0,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,강남역,650.0,3.0,,2.0,3.0,2.0,1.0,1.0,466.0,11.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,4.0,,3.0,2018-11
2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),잠실,명동/남대문/북창,2148.7200000000003,,4.0,5.0,4.0,1.0,1.0,1.0,466.0,12.0,3.0,2.0,6.0,2.0,4.0,0.0,4.0,5.0,4.0,0.0,3.0,4.0,3.0,0.0,3.0,,2.0,,,,1.0,2018-12
1.0,4.0,10.0,,2.0,3.0,6.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,동대문 패션타운,"이태원 (이태원 세계 음식거리, 한남동)",750.0,3.0,,4.0,4.0,1.0,1.0,1.0,467.0,1.0,6.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,2.0,,,3.0,,,1.0,2018-01
1.0,3.0,1.0,2.0,10.0,2.0,3.0,1.0,,,,,,,8.0,,,,,,,,,,스키장 (지산/양지/베어스타운/곤지암),명동/남대문/북창,종로/청계,778.5524,,4.0,4.0,1.0,1.0,1.0,1.0,467.0,2.0,18.0,2.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,,,4.0,,1.0,2018-02
2.0,,,,4.0,5.0,10.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,"대관령, 강릉, 평창",종로/청계,14600.0,98.0,,98.0,98.0,98.0,98.0,98.0,467.0,3.0,10.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,2.0,,,,4.0,2018-03
1.0,11.0,2.0,1.0,2.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,강남역,1146.6,2.0,,4.0,4.0,5.0,1.0,1.0,467.0,5.0,6.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,,,,,2.0,2018-05
1.0,1.0,2.0,10.0,2.0,6.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,코엑스,신촌/홍대주변,184.8,1.0,,2.0,2.0,1.0,1.0,1.0,467.0,6.0,9.0,2.0,5.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,,2.0,,,,2.0,2018-06
1.0,3.0,6.0,13.0,4.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,동대문 패션타운,276.25,2.0,,1.0,3.0,1.0,2.0,2.0,467.0,7.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,,2.0,,,,2.0,2018-07
3.0,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,,1250.0,3.0,,4.0,4.0,2.0,1.0,1.0,467.0,8.0,18.0,1.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,,,,,3.0,2018-08
20.0,,,,1.0,2.0,11.0,1.0,,,,,,,,,,,,,,,,,강남역,,,955.5,3.0,,3.0,4.0,3.0,1.0,1.0,467.0,9.0,3.0,1.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,0.0,5.0,1.0,,,,,1.0,2018-09
1.0,4.0,1.0,7.0,1.0,4.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,,,춘천 (남이섬),"설악산, 속초, 양양 (설악산 국립공원)",명동/남대문/북창,1267.2,,5.0,3.0,1.0,1.0,1.0,1.0,467.0,11.0,18.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,,,3.0,,,1.0,2018-11
1.0,12.0,3.0,2.0,3.0,2.0,4.0,1.0,,,,,,,8.0,9.0,,,,,,,16.0,,스키장 (지산/양지/베어스타운/곤지암),[제주],춘천 (남이섬),481.3433333333333,,3.0,2.0,1.0,1.0,1.0,1.0,467.0,12.0,18.0,1.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,,2.0,,,,1.0,2018-12
2.0,,,,2.0,3.0,7.0,1.0,2.0,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,동대문 패션타운,1601.6,3.0,,5.0,4.0,2.0,1.0,1.0,468.0,1.0,6.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,,,3.0,,,1.0,2018-01
1.0,10.0,2.0,3.0,10.0,1.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),스키장 (용평 리조트/피닉스파크/비발디 파크),명동/남대문/북창,375.0,,1.0,4.0,1.0,1.0,1.0,1.0,468.0,2.0,18.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,,,4.0,,1.0,2018-02
1.0,3.0,11.0,8.0,4.0,1.0,5.0,1.0,,,,,6.0,,,9.0,,,,,,,,,명동/남대문/북창,여의도 (63빌딩),신촌/홍대주변,423.4105,3.0,,1.0,3.0,2.0,1.0,1.0,468.0,3.0,10.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,,2.0,,,,1.0,2018-03
1.0,3.0,4.0,3.0,4.0,8.0,5.0,1.0,,,,,,,8.0,,,,,,,,,,종로/청계,에버랜드,명동/남대문/북창,1193.85,,4.0,5.0,1.0,1.0,1.0,1.0,468.0,5.0,6.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,,,3.0,,,2.0,2018-05
2.0,1.0,2.0,,8.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,한강/유람선,550.0,2.0,,2.0,4.0,2.0,1.0,2.0,468.0,6.0,9.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,,,3.0,,,2.0,2018-06
7.0,2.0,1.0,11.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,637.5,3.0,,4.0,3.0,1.0,1.0,1.0,468.0,7.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-07
1.0,6.0,2.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,"이태원 (이태원 세계 음식거리, 한남동)",715.04,2.0,,4.0,1.0,1.0,1.0,4.0,468.0,8.0,18.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,,3.0,,,2.0,2018-08
4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,16.0,,동대문 패션타운,명동/남대문/북창,[제주],541.45,2.0,,2.0,4.0,2.0,1.0,1.0,468.0,9.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,2.0,,,,1.0,2018-09
1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,,,,,,,8.0,9.0,,,,,14.0,,,,에버랜드,안동 (하회마을),명동/남대문/북창,795.5,,4.0,4.0,1.0,1.0,1.0,1.0,468.0,10.0,19.0,2.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,,,,,1.0,2018-10
2.0,1.0,2.0,4.0,5.0,4.0,2.0,1.0,,,4.0,,,,8.0,9.0,,,,,,,,,현대프리미엄아울렛/부평지하상가/엔타스면세점,잠실,명동/남대문/북창,2064.0,5.0,,4.0,4.0,3.0,1.0,1.0,468.0,11.0,18.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-11
1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,4.0,,,,,9.0,,,,,,,,,춘천 (남이섬),"설악산, 속초, 양양 (설악산 국립공원)",종로/청계,910.0,,4.0,3.0,1.0,1.0,1.0,1.0,468.0,12.0,18.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-12
4.0,,,,7.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,"이태원 (이태원 세계 음식거리, 한남동)",1386.18,3.0,,3.0,4.0,3.0,1.0,1.0,469.0,1.0,6.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-01
1.0,,,,6.0,5.0,3.0,,,,,,,,8.0,9.0,,,,,,,,,"대관령, 강릉, 평창","임진각, 제3땅굴/통일전망대/판문점",,1290.0,1.0,,4.0,4.0,4.0,1.0,1.0,469.0,2.0,15.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,,,,,4.0,2018-02
1.0,3.0,6.0,2.0,8.0,3.0,5.0,1.0,,,,,,,8.0,,,,,,,,,,에버랜드,수원 화성,명동/남대문/북창,721.35,,4.0,3.0,1.0,1.0,1.0,1.0,469.0,5.0,6.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,,2.0,,,,1.0,2018-05
2.0,4.0,2.0,1.0,4.0,2.0,,1.0,,,,,,,8.0,9.0,,,,,,,,,에버랜드,춘천 (남이섬),명동/남대문/북창,637.5,3.0,,4.0,4.0,1.0,1.0,1.0,469.0,7.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,1.0,2018-07
5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,동대문 패션타운,690.0,3.0,,4.0,4.0,1.0,1.0,2.0,469.0,8.0,18.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-08
1.0,4.0,6.0,3.0,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,한강/유람선,명동/남대문/북창,1540.266,2.0,,5.0,4.0,3.0,1.0,1.0,469.0,9.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,,,3.0,,,2.0,2018-09
2.0,,,,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,코엑스,1217.2651866666668,4.0,,5.0,3.0,1.0,1.0,1.0,469.0,10.0,19.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-10
3.0,3.0,9.0,,10.0,3.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,16.0,,스키장 (용평 리조트/피닉스파크/비발디 파크),[제주],가평 (자라섬/쁘띠프랑스/아침고요 수목원),2100.0,,5.0,2.0,1.0,1.0,1.0,1.0,469.0,12.0,18.0,1.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-12
9.0,13.0,,,5.0,2.0,,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,,,1084.16,2.0,,4.0,4.0,2.0,1.0,4.0,470.0,1.0,6.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,,,,,3.0,2018-01
1.0,,,,8.0,10.0,3.0,1.0,,,4.0,5.0,,7.0,,9.0,,,,,,,,,스키장 (용평 리조트/피닉스파크/비발디 파크),"대관령, 강릉, 평창",신촌/홍대주변,981.891968,2.0,,3.0,4.0,2.0,1.0,4.0,470.0,2.0,11.0,1.0,2.0,6.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,,,,,2.0,2018-02
1.0,,,,1.0,10.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,종로/청계,"대관령, 강릉, 평창",293.27975000000004,1.0,,2.0,4.0,1.0,1.0,1.0,470.0,3.0,10.0,1.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,2.0,,,,1.0,2018-03
2.0,2.0,1.0,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,잠실,437.4066666666668,2.0,,4.0,3.0,1.0,1.0,1.0,470.0,5.0,3.0,2.0,6.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,2.0,,,,1.0,2018-05
6.0,,,,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,해운대 일대,,,480.0,1.0,,3.0,3.0,2.0,1.0,3.0,470.0,6.0,14.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,,,,4.0,,1.0,2018-06
3.0,,,,1.0,3.0,11.0,1.0,,,,,,,,,,,,,,,,,강남역,명동/남대문/북창,,1065.3,3.0,,3.0,4.0,4.0,1.0,1.0,470.0,8.0,14.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,,,,4.0,,3.0,2018-08
2.0,1.0,2.0,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,687.96,,3.0,4.0,1.0,1.0,1.0,1.0,470.0,9.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,3.0,,,1.0,2018-09
1.0,,,,12.0,13.0,4.0,,,,,,6.0,,,,,,,,,15.0,,,창원/마산/진해,유성,,530.808,3.0,,2.0,3.0,2.0,1.0,2.0,470.0,10.0,10.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,,,,,1.0,2018-10
1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,DMC/월드컵경기장,명동/남대문/북창,종로/청계,731.0,3.0,,3.0,3.0,1.0,1.0,1.0,470.0,11.0,19.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0,,,,,1.0,2018-11
1.0,4.0,,,3.0,1.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),명동/남대문/북창,"설악산, 속초, 양양 (설악산 국립공원)",2450.0,,5.0,5.0,1.0,1.0,1.0,1.0,470.0,12.0,18.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,,2.0,,,,1.0,2018-12
1.0,11.0,3.0,5.0,5.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,청담동/압구정동,신촌/홍대주변,1432.3859999999995,2.0,,5.0,4.0,1.0,1.0,4.0,471.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-01
1.0,10.0,3.0,5.0,3.0,4.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,,,명동/남대문/북창,신촌/홍대주변,춘천 (남이섬),833.7330000000001,3.0,,4.0,3.0,1.0,1.0,3.0,471.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,,2.0,,,,2.0,2018-02
1.0,4.0,2.0,1.0,3.0,2.0,5.0,1.0,,,,,,,8.0,,,,,,,,,,"임진각, 제3땅굴/통일전망대/판문점",종로/청계,명동/남대문/북창,295.222,2.0,,1.0,3.0,1.0,3.0,1.0,471.0,3.0,10.0,2.0,6.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,,,3.0,,,3.0,2018-03
1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,721.0840000000001,3.0,,4.0,4.0,1.0,1.0,1.0,471.0,5.0,3.0,2.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,2.0,2018-05
2.0,,,,2.0,7.0,3.0,,2.0,,,,,,,,,,,,,,,,해운대 일대,용두산/자갈치,,443.0,1.0,,4.0,4.0,1.0,1.0,1.0,471.0,6.0,14.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,4.0,,1.0,2018-06
1.0,2.0,5.0,7.0,2.0,8.0,10.0,1.0,,,,,,,8.0,,,,,,,,16.0,,[제주],잠실,종로/청계,707.5,3.0,,1.0,3.0,1.0,1.0,1.0,471.0,7.0,9.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,2.0,,,,2.0,2018-07
1.0,2.0,11.0,10.0,8.0,2.0,1.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,평택시 (송탄 로데오 거리),신촌/홍대주변,1450.0,4.0,,4.0,4.0,1.0,1.0,1.0,471.0,9.0,14.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,,,,,1.0,2018-09
1.0,4.0,7.0,12.0,4.0,5.0,3.0,1.0,,,,,,,8.0,9.0,,,,,,,16.0,,[제주],춘천 (남이섬),"설악산, 속초, 양양 (설악산 국립공원)",1708.5,,5.0,1.0,1.0,1.0,1.0,1.0,471.0,10.0,18.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,,,,,1.0,2018-10
1.0,3.0,4.0,9.0,3.0,4.0,6.0,1.0,,,,,,,8.0,9.0,,,,,,,16.0,,[제주],춘천 (남이섬),스키장 (용평 리조트/피닉스파크/비발디 파크),1644.9999999999998,,5.0,4.0,1.0,1.0,1.0,1.0,471.0,12.0,18.0,2.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,,2.0,,,,1.0,2018-12
2.0,2.0,5.0,13.0,2.0,8.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,강남역,,708.4000000000001,1.0,,4.0,4.0,3.0,1.0,1.0,472.0,1.0,6.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,,,,,1.0,2018-01
5.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),명동/남대문/북창,종로/청계,1200.0,,4.0,4.0,1.0,1.0,1.0,1.0,472.0,2.0,17.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,,1.0,2018-02
2.0,,,,11.0,,,,,,4.0,,,,,,,,,,,,,,공항주변 (바닷가)/인천대교/용궁사,,,302.95720000000006,2.0,,1.0,4.0,1.0,1.0,1.0,472.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,2.0,3.0,4.0,,,,4.0,,2.0,2018-05
1.0,4.0,10.0,,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,,1475.0,4.0,,4.0,4.0,1.0,1.0,1.0,472.0,6.0,14.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,,2.0,,,,1.0,2018-06
5.0,,,,4.0,6.0,5.0,1.0,,,,,,,,,,,,,14.0,,,,종로/청계,강남역,명동/남대문/북창,2040.0,4.0,,3.0,4.0,3.0,1.0,1.0,472.0,7.0,9.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,,,4.0,,3.0,2018-07
2.0,11.0,12.0,4.0,4.0,5.0,3.0,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,광화문광장,1635.0,,4.0,5.0,1.0,1.0,1.0,1.0,472.0,8.0,5.0,1.0,2.0,1.0,5.0,0.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,,2.0,,,,1.0,2018-08
4.0,8.0,,,9.0,4.0,14.0,1.0,,,,,,,8.0,,,,,,,,,,에버랜드,명동/남대문/북창,동대문 패션타운,415.02222,2.0,,3.0,3.0,1.0,1.0,1.0,472.0,9.0,14.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,3.0,2018-09
1.0,1.0,2.0,3.0,1.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,,950.0,3.0,,4.0,4.0,4.0,1.0,1.0,472.0,10.0,14.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,2.0,,,,1.0,2018-10
10.0,,,,1.0,3.0,11.0,,,3.0,,,,,,,,,,,,,,,"팔공산 (동화사, 갓바위)","동성로 (근대골목, 김광석길, 약령시)",,700.0,1.0,,1.0,4.0,3.0,1.0,1.0,472.0,12.0,9.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,5.0,4.0,0.0,5.0,1.0,,,,,1.0,2018-12
3.0,3.0,2.0,1.0,2.0,4.0,8.0,1.0,2.0,,,,,,,9.0,,,,,,,,,"대관령, 강릉, 평창",동대문 패션타운,해운대 일대,2079.0,4.0,,5.0,4.0,4.0,1.0,1.0,473.0,1.0,6.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-01
15.0,,,,5.0,1.0,4.0,,,,,,,,,,,,,,,,16.0,,[제주],,,893.0454,3.0,,2.0,4.0,2.0,1.0,1.0,473.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,4.0,5.0,1.0,,,,,1.0,2018-02
1.0,3.0,2.0,1.0,2.0,4.0,8.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,에버랜드,수원 화성,1102.5,,4.0,4.0,1.0,1.0,1.0,1.0,473.0,5.0,17.0,2.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,,2.0,,,,1.0,2018-05
3.0,3.0,4.0,7.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,광화문광장,1700.0,4.0,,4.0,4.0,2.0,1.0,1.0,473.0,6.0,14.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,2.0,,,,1.0,2018-06
1.0,4.0,5.0,11.0,3.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,종로/청계,971.19,,4.0,4.0,1.0,1.0,1.0,1.0,473.0,8.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,,2.0,,,,2.0,2018-08
1.0,1.0,4.0,2.0,6.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,신촌/홍대주변,573.6,3.0,,4.0,3.0,1.0,1.0,1.0,473.0,9.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,,2.0,,,,1.0,2018-09
3.0,1.0,5.0,,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,강남역,잠실,,418.895435,2.0,,3.0,4.0,1.0,1.0,1.0,473.0,10.0,14.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,,2.0,,,,1.0,2018-10
1.0,,,,1.0,2.0,11.0,1.0,,,,,,,,,,,,,,,,,종로/청계,,,278.0,2.0,,1.0,3.0,1.0,1.0,1.0,473.0,11.0,9.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,0.0,3.0,5.0,2.0,0.0,3.0,1.0,,,,,2.0,2018-11
1.0,,,,1.0,2.0,12.0,1.0,2.0,,,,,,,,,,,,,,,,신촌/홍대주변,강남역,종로/청계,1100.0,4.0,,3.0,4.0,3.0,1.0,1.0,473.0,12.0,9.0,1.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,,,,,1.0,2018-12
3.0,2.0,1.0,3.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,1149.2,,4.0,4.0,4.0,1.0,1.0,1.0,474.0,1.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,,,3.0,,,1.0,2018-01
3.0,,,,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,동대문 패션타운,1081.188,3.0,,4.0,4.0,1.0,1.0,3.0,474.0,2.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,1.0,,,,,1.0,2018-02
8.0,13.0,2.0,1.0,2.0,1.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,벡스코/센텀시티,해운대 일대,,5000.0,4.0,,5.0,4.0,4.0,1.0,1.0,474.0,6.0,14.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,,,,,1.0,2018-06
